"","Date","Name","City","State","Rating","Product","Latitude","Longitude","Text","Row"
"11",42323.95,"AARON","New York","NY",3,"auto",40.766345112426,-73.1013527514793,"I am very satisfied and I recommend. It is insurance that responds and conforms to your opinions esta ready. He answered fully and quite sencillo and reliable so that one can be sure your car.",11
"12",41829.11,"AARON","Teas","TX",5,"auto",31.2715200740607,-98.0461524530347,"I called two different times and two different quotes. Do not give them any money until you have something in writing. Big liars. I don't just give my hard-earned money away. Liars, liars, liars. Their commercial is bs!",12
"13",42181.17,"AARON","Puyallup","WA",1,"banking",47.1590494,-122.297662,"Back in May I took a loan for a car through USAA. When I very first got the loan I asked multiple times if everything was included on the loan including title taxes, etc etc.. So there would be zero out of pocket costs other than my monthly payment. I was told multiple times everything was included and covered. A month went by and I hadn't heard a word so I called and asked the gentleman that answered if everything was ok and he looked into my file and said ""yes, everything is completely ok"" and I should receive my registration in a week or so.  Well almost a week goes by and my dad calls me and tells me the clean and clear title arrived at his house (I took the loan over from him). I thought this odd so I called and they then informed me, ""sir that's because you're completely responsible for the title and taxes"". This is when I told them they were wrong as I was blatantly told multiple times not once but twice, by two different USAA employees that everything was covered. They looked into it and admitted they do/did see where there was taxes for title included in my loan, however this was mentioned to be an error and shouldn't have been done that way. I go to switch the title and it's over 500$...  I told them I am trying to buy a house and I have a family to support and I can't just blow 600$ when I was told this was included. They said I could completely redo to loan to include it in the loan, which means they have to re run my credit, again! I said ""no, I will not have my credit dinged for your error"". I filled out a complaint directly with USAA thinking they would maybe be reasonable. This is not the case. I had a gentleman from the CEO's office call me and summary of those two phone calls was that yes they made an error but they are not willing to do anything and I have to take care of it.  He blatantly admitted multiple times that they did indeed make an error. I reminded him that I was told yet again multiple times that everything was included and I never would have done the loan had someone mentioned this to me, or I would have at least asked it to be added on the initial loan, to which he said ""he understands"". However they made an error and are not willing to do anything about THEIR error. I work hard as I can for my family and I can't just throw money around. This is causing a huge grievance on my family as this is my back and forth to work car (80 miles round trip) and I can't lose my car when I have a newborn at home.",13
"14",42475.93,"ABIGAIL","San Antonio","TX",1,"auto",29.4634014222222,-98.4966510333334,"After a hailstorm hit San Antonio on 4/12, I called USAA to file claims for both my vehicles. I have 6 broken windows between 2 cars. The family van I use to transport my twin 2 year olds cannot be driven with 4 broken windows. I was informed that they are forming a ""Catastrophe"" team to deal with all the claims and damage and that they would contact me. On Wednesday, I was ok with that answer. But several days later, I realize this is code for, creating middlemen to make things take longer. If it's a ""catastrophe"" (their words, not mine) shouldn't they work harder to assist their clients faster, more efficiently and more effectively? Instead, they are putting people off. Several days later, I haven't received a call. After pressing the rep today just to determine the next step, the rep for USAA reluctantly said I ""might get a call mid next week."" If it takes 1 week just to get a phone call, how long until someone can come out for a look? For repairs to start? Before I am able to use my vehicles? I pay a HIGH premium for comprehensive auto insurance with USAA and found out today that doesn't include better, faster, or kinder service. I heard, ""Well, the repair shops are full,"" and ""If you have other vehicles"" as excusing USAA for not fulfilling their obligation to provide me with the best possible service in a timely fashion. The costs of repairs will be covered (if and when they get around to it), but NOT the inconveniences & costs I incur caused by their internal process delays. Ironically, the 2 vehicles in my family w/ liability insurance are fixed. The 2 with USAA comprehensive insurance are sitting unusable in my driveway. You'd think it'd be the other way around. So, I am paying more to USAA to get less. The biggest ""catastrophe"" is the way USAA is handling things and leaving loyal customers & families without assistance & services paid for in a time of need.",14
"15",42075,"ACK","Boston","MA",1,"banking",42.3442960181818,-71.0040493272727,"I've been a USAA customer for 20+ years. For the first 15 years, I raved about them to everyone I knew, but have since stopped raving. Since that time, I've learned the mortgage department has no real link to USAA and they don't really care about helping their clients. They don't offer condo insurance with any waivers. And they've moved to a Bank of America model of managing deposits - meaning they sit on the deposit, collecting the interest while the customers waits for the payment to clear. In the past, it has taken 2-3 days for a check to clear, now they quote 10 days and as others have noted, they mean at least 10 days. I am shocked that a company with the express purpose of supporting current and former military staffers would follow the big-bank model, but given that they are no longer a credit union, I am less surprised. USAA had my loyalty, but not any more. I'm going to shop for the best deal and diversify my financial portfolio.",15
"16",42773.69,"ADAM","Maricopa","AZ",2,"auto",32.99481525,-112.0312625,"I have been with USAA for nearly a decade and today was the last straw. I have purchased auto insurance with them for this amount of time and have been relatively pleased up until this past year. I called in today to figure out how to manually pay my bill versus have them auto-draft my account (which is what I have been doing for years). They informed me that there would be a $24. xx fee for me to make payments myself versus electing to use the auto-pay system. They then informed me that this is done to lower the ""member's"" premiums, even though my policy has went up the last 3 renewals even though I have not had any points added to my record??? They state they want access to your bank account to make these auto payments but if you read the terms of use, they give a generous share of access to USAA on your bank account which is unacceptable. They are able to hold funds and if funds are overdrawn then they will not immediately be replaced into your bank. After years of positive service, USAA has fell through to global business pressures and have turned into a for-profit-only company while lying through their teeth about how important the customer is. Within the week, I will no longer be a member at USAA and will pull all my accounts out.",16
"17",42852.84,"ADAM","Santa Clara","CA",1,"auto",37.2635508571429,-121.816839714286,"This company used to be great... Not anymore... Worst service ever. The guy that works in the CEO investment escalation office is a complete ** clown. Very rude and condescending voice message left on my phone. Would never recommend this company to anyone.",17
"18",42310.46,"ADAM","Bethesda","MD",5,"auto",39.0561134545455,-77.1538895454545,"Every time I call or have a question about coverage they provide fast accurate answers. Never had a long wait and with the only claim I have had they took care of everything. We move all the time and I have never had an issue with moving coverages from state to state. Best company of any kind I work with.",18
"20",42316.1,"ADAM","Buffalo","NY",3,"homeowners",42.8609569090909,-78.8470642272727,"USAA home insurance policy is the cheapest by far. With fairly easy requirements to get coverage of my property. USAA did require minor maintenance issues before accepting my policy. Those issues were due to some required painting that needed to be done to protect the exterior. Since then USAA has covered my home for the past eight years. The only negative aspect of USAA is that they only accept policyholders who are members of the U.S. armed forces or their immediate family members. But if you are you won't want any other home owners insurance.",20
"21",42301.41,"ADONNA","Huntsville","AL",5,"auto",34.7208853333333,-86.56898125,"Always very helpful when we call. Their customer service is second to none. They have taken care of a claim we have had to make very quickly and efficiently. I would highly recommend this insurance company to anyone.",21
"22",42573.95,"ADRIAN","Steelton","PA",1,"auto",40.6231097835593,-77.5478256012243,"Haven't had insurance for long with USAA and just got a letter with no explanation that my auto and renters insurance is being cancelled in 3 days with NO REFUND. My account was hacked into which apparently is something that happens with this company and now they want to cancel my policies without even an explanation of why or a refund of the money I paid for the tOmega they're choosing not to cover me. How am I supposed to find insurance within days when I've paid my policies in full within the first month of having it? Is this how they do their customers? Guess so since this isn't the first complaint against them. Feeling frustrated.",22
"23",42096.65,"ADRIANO","Chicago","IL",5,"banking",41.8524045806452,-87.6787593225806,"I am incredibly surprised at how many negative reviews there are about USAA. I have been a member since 2004 and have nothing but 100% positive things to say about this company. I do everything from mortgages, banking, credit cards, insurance and brokerage all through USAA and every single service is TOP NOTCH. Their customer support is so friendly and helpful that I'm sometimes caught off guard with how pleasant the experience is every time.  I have called the company hundreds of times over the last 10 years and have never once received an agent that was rude or unhelpful - in fact, quite the opposite. Every agent has gone above and beyond to be sure that my every need was taken care of. I can only surmise that good experiences never make their way on to review websites and those who have had very small issues are the loudest and squeakiest wheels. Most people who are happy with a service won't go out of their way to praise the company.",23
"24",42814.11,"AG","Decatur","GA",1,"banking",33.7906726666667,-84.1975088888889,"USAA does not represent the government at all. The banking dept should be completely shut down and they make the military look bad for business. They really needed to be boycotted. They close your account for no reason. They are full of crap. I would never, ever bank with them. They lie and give you the runaround. The banking dept is a scam and ripoff. They are full of crap. I really want to start a petition. I think people need to come together so their banking dept can stop ripping people off especially those they have served this country, put their life on the line to be mistreated.",24
"25",42346.82,"AIMEE","Denver","CO",3,"life",39.7410827066667,-104.835273973333,"I am Type 1 Diabetic and feel like I am treated very differently from my husband for Life Insurance. I get policy letters more often, got coverage denied until the health check was completed, etc. The only reason I noticed a difference in treatment is because my husband. We use Modern Woodman for Life Insurance. The agent has been nice.",25
"26",42161.04,"AL","Goodyear","AZ",1,"banking",33.430922,-112.38482,"I applied for a mortgage with USAA, I was ""Pre-Qualified"". No problem after disclosing my financial situations. I was encouraged to go ahead and sell my current home and shop for the new home, which I did, and that is how hell begun. I was told there were issues with my financial situation later on for the actual qualification part. Scam to increase interest rate? I hope not. This is 2015, we have instant access to background checks and credit checks. How dare they ""pre-qualify"" you, and your wife, and children? To then turn around and show their true face and walk you on the edge. We sold our place, we are moving out! And USAA still asking for proof of how I came up with EARNEST MONEY!? Why did I not make enough money a few years ago etc.!? When I initially asked questions on the phone to USAA, I was told lies. For instance a USAA customer service rep. said with USAA I wouldn't need ""Earnest Money"" which is a lie. Then they said I wouldn't need money for closing, which is a lie too. As of today, they request lots of paperwork and proof. They are inflexible and relentless, covering CYA. However they don't mind where my family and I would shelter as none is covering CYA of my family, which is now homeless, and USAA have us inches from Home Loan denial. USAA profits on the Image of US Veterans; We, service Men and Women are solid, even as we have been paid low, and most of our benefits are mismanaged such case as the VA, and USAA is not showing difference. We lost all valuable great people to the recent wars, the rest stayed behind to care for America, and the only result is a horrible non-American-dream. What were we trying to protect? Did we achieve the objectives?",26
"27",42099.81,"AL","Prospect","CT",1,"auto",41.501856,-72.97799,"Relatively minor damage to one of our older cars (1996). Still a running daily driver so I would like it repaired, at least for safety with working lights. Now after waiting 3 weeks, USAA auto insurance is asking for the details, for a 4th Time! AVOID USAA AUTOMOBILE INSURANCE!  USAA Auto claim # **, Attention: Claims Representative **, (phone 800-531-8722 extension **) CC: USAA Claims Supervisor **. I submitted an automobile damage report way back on March-23-2015 at 1:28 PM to USAA auto claims, via Fax # 800-531-8669 and have the receipt, transmitted OK. I sent a cover letter with summary of incident and all of my personal contact information (phone, email, address) as well as a copy of the police report with all their information (Officer, badge #, case number and incident details) as well as an auto body shop estimate with all their contact information in order for USAA to generate their incident claim number. Ten (10) days passed and NO RESPONSE from anyone at USAA. The drivers side tun signal fell out as a result of this collision and it's now dangerous / unsafe driving the vehicle.  I called USAA and ended up talking to Claims Representative ** to find out the status of my claim. She stated that I did in fact send all my information to the correct claims fax number I provided but that it apparently was lost or thrown out by someone at USAA as no one would know where to forward it to without a USAA claims number attached. Duhhhh, I sent it to USAA for them to generate a claims number. I was on the phone with ** at USAA for about a half hour providing all the same information I had already faxed 10 days before.  It appears to me that this was a case of poor management and/or or lack of supervision. I requested to speak to ** supervisor. She provided the name ** stating he would not be available for several days. She stated that she would have another USAA auto claims supervisor call me back before the end of that business day. You guessed it!... No call back from anyone at USAA. So, I re-faxed all the same incident information again to the same fax number on 04-02-2015, with the USAA claims # ** attached. It's now 04-05-15... tick-tock... still waiting! What a bunch of fools at USAA. I can only guess that they are reading off some prepared cards when you can actually get a real person, just to give you the run around and hope you will go away and not actually try to help you out. Sounds like they got too commercialized and greedy, profits before service not the best plan for the consumer. The red flag is all the millions of dollars they are spending on commercials... if they were really that great, word of mouth would be selling their products. Here's the No Help response I just received from USAA. Basically, don't say anything bad about them, to tip others off and tell me about your required repair, For The Fourth Time! ""USAA: **, we understand the importance of your claim. Please use socialmedia@usaa.com to provide us details and we will have it reviewed. Also we see that you posted this several times and ask that you refrain from any additional posts. We have a policy against continually bumping of the same issue on our wall. This prevents us from providing assistance to other members who have issues that need immediate attention. Please note that future posts regarding the same issue will not receive a response, and are subject to removal from our wall.""",27
"28",40334.83,"ALAN","Lafollette","TN",NA,"banking",35.7945040537241,-86.4616643064713,"I had established a new bank account to use for my online business. So after some searching I decided to go with USAA bank's free checking account which only required at the time of writing this a minimum $25 opening deposit so I set it up to take $35 from my other bank account to my new USAA account. A day later I got an email from USAA saying my account has been approved and it has been opened. GREAT! Well two days later I check my other bank account and I see an ach/debit of $35.00 going to my USAA bank account. I thought wow ok that went so smoothly (so I thought) I went to login to my USAA account to verify that they received the funds low and behold I get an error message. For security reasons, your access to usaa.com is currently restricted.  Call for assistance. (2:71). I call that number and they now tell me they need me to fax a copy of my id and SS card to them and within 48 hours my account will be unlocked. Today is day 5 and it still isn’t unlocked and when I call the number back I keep getting told wait till the next day. USAA is starting to show the evidence that they are a fraudulent company. My account got locked on the hour my opening payment cleared my bank. I will be filing a dispute with my debited bank account.",28
"29",40282,"ALAN","Lebanon","TN",NA,"homeowners",36.1813316666667,-86.3027473333333,"I have been with USAA for 40+ years with both auto and house insurance. When I went to renew my house insurance, they doubled the cost. No reason given. So, I just went with another company for 1/3 the USAA cost. They claim that they hold part of your fees in case of their unexpected expense. You think that they returned this fee when I left, but they didn't. I just went with another insurance company!",29
"30",42858.08,"ALBERT","Lawrenceville","GA",1,"auto",33.89995,-84.0794041666667,"We called in to inquire about our account. They asked us, as they should, some security questions. They told us we got them wrong. I asked how do we correct that information? They said they couldn't tell us because we got the answers wrong. You can see that this is going nowhere. I spoke to 5 different people over the course of 1 hour and 15 minutes with no end in sight to the circular logic. We finally got a power of attorney who called in on our behalf and they got the information corrected. An unbelievable scenario.",30
"31",42405.99,"ALDEN","Three Rivers","MA",5,"banking",42.180563,-72.36518,"I see plenty of stories here about NSF fees. Well in my experience with USAA I've never had an issue with them overturning a fee. So long as you aren't chronically overdrawing your account USAA is typically willing to overturn NSF fees. I've never had an issue with their customer service either. As the old saying goes ""you get more bees with honey than with vinegar, be courteous to them and they will be the same to you."" Overall USAA is a great bank, they don't have minimum account requirements, and as a bonus, they refund up to 15$ in atm fees in a month.",31
"32",42293.99,"ALEXANDER","Boynton Beach","FL",1,"homeowners",26.5626897777778,-80.230133,"CHEATED OUT OF MY SERVICE!! I had valuable personal property stolen. When I tried to make a claim, USAA said ""You are not covered because we canceled your service."" I would like to have known my services were canceled but I was on a military deployment. I never received a certified letter, no email, no phone calls, nothing. I presumed USAA would take care of a 8-year customer but they like to keep my money and not back their promise. USAA said they will take care of me if I paid the overdue amount, and reinstated my policy. So I did. I paid what I needed to, and reinstated my policy on 15 SEP 2015, which is when I got back from my deployment. However because the valuable personal property was stolen on 14 SEP 2015; before my reinstated policy, USAA said ""You are not covered"" and they will not do anything to cover the loss.  So I am wondering, WHY did you tell me you would cover the loss, then LIE to me, and my wife? I submitted my complaint to the Better Business Bureau, and USAA said ""I am responding to your submission regarding personal property coverage for your claims. Garrett **, of our staff, completed another thorough review of your concerns; however, there has been no change in our coverage decision.""",32
"33",42296.1,"ALEXIS","Baldwin","AL",5,"auto",32.858674749133,-86.8421761942196,"This is a great insurance company. Always available to answer questions, lowest rates, and easy to use. I would highly recommend this to anyone who is able to get it. The representatives are very helpful!",33
"34",42078.14,"ALI","Huntsville ","AL",1,"auto",32.858674749133,-86.8421761942196,"My daughter was in an accident 13 months ago. USAA felt it was not worth their way to fight for us. She was rear-ended by a driver going 40 mph, while she was sitting still. They decided to take our deductible, pay us 75 % of the value of the car and told us ""it is not worth our while to fight for your case.” But, called our attorney every week costing us 200 dollars a pop. I would not ever use them anymore. We have never had a claim in 25 years with them and they completely screwed us over! We had our mutual funds with them, house insurance, and car insurance, plus checking account. They have completely turned me off! ** was the ass that really screwed us and did not help at all. He was NO help. God help you if he is your adjustor. This is my opine. He pushed and pushed just to close the case, and had no concern for the client. Twenty five years no claims and thrown to the wolves!",34
"35",41820.75,"ALI","Qulin","MO",1,"auto",36.58479,-90.25221,"In 2006 I was in the air reserves, won't say which part but the part that didn't pay on time. I had never in 7 years missed a payment on my credit card nor my insurances with USAA, when the reserves did not pay me for three months!! I was in a horrible situation. I informed them I was overseas and had not been paid. They neither cared or helped me work out a cheaper payment plan. I was left with one 30 day late payment on my credit report and another for 60 days and in fact had only been 30 days the second time, but USAA didn't care and added a 60 day late charge anyway.  Also must have googled my name in white pages and harassed family members of mine with the same last name and hanging up on them. This is and was in 15 years the only time I was late, due to the military's incompetence. I was forced to beg, borrow, everyday to even eat. It's been almost seven years, and I have not been late on either my credit card or car insurance but USAA would not let me renew my USAA policy on my car because of late payments in '06. They also raised my interest rate almost 5% above what I had and won't lower it. They will not take the late payments off my credit even after 6 years and ignore my request when asked. These are worthless human beings running and managing this company. Do not UAE this company, their commercials are lies and totally false.",35
"36",42861.07,"ALICE","Pensacola","FL",1,"banking",30.540654131579,-87.2711326052632,"I've been a customer of USAA for 25 years. There are at least 50 of my relatives who are either retired or on active duty. Twenty years ago, my 20-year-old wonderful son was killed in an Air Force training accident--in other words, he was burned alive. My husband flew Air Force jets to the Russian border and back (in the cold war days). My nephew graduated from West Point four years ago and was in Afghanistan two weeks later. My brother-in-law flew three tours of duty in Vietnam. He returned to Vietnam after the war to help the South Vietnamese rebuild their country. Later, he was one of the founders of the Wall South Foundation. And then there are my eight uncles and their extended families. Are these bonafides enough to earn respect from a company that claims its very existence is to support the military? One would think so. Apparently, USAA doesn't believe so. I suffered for years after my son's heinous death, but 15 years ago, I finally found peace and joy in an adopted daughter. The child of a crack addict, she managed to be admitted to the one A high school in this county and to receive full scholarships for college, including boarding. Now that my daughter has moved into university housing, she still needs my help from time to time. USAA allows its customers to skip loan payments once a year if their payment record is good (mine is excellent), So, in late February, in order to help my daughter, I applied to skip a payment in March. The agent was very courteous. She did some checking and told me that my next payment would be April 15. Case closed? I thought so until March 15 when the payment went through causing me $105 in overdraft fees. When I began making the 20 or so telephone calls, an agent told me that I did not qualify for the ""skip"" because the request came two months early. When I asked, over and over again, what could be done, I was told in these exact words: ""There is absolutely nothing we can do."" And here's something that you may find hard to believe. According to this agent, the agent who agreed to my request had made a mistake, but she was inexperienced and ""we've helped her so she won't make the same mistake again."" But who is responsible for the error? Apparently, I am, but I refuse to be. As far as I'm concerned, the only important words in this whole thing are those of the first agent: ""Your next loan payment will be due April 15."" If the agent was that inexperienced, why weren't you monitoring her? I was finally ""escalated"" to the ""executive solutions team"" whose agent, was, if anything, the worst I'd dealt with. ""Just the facts, ma'am. I'll find the solution."" He didn't. By this point, I was almost suicidal. My credit tanked after my son's death when I couldn't work, but I had slowly built it back. Now it seemed that USAA was about to destroy it. I had already sent the money to my daughter, and there was no way I could come up with the loan payment until May. Now the dunning phone calls began. Finally, after a week of this, I finally reached an intelligent, compassionate agent who said he was taking very careful notes and asked if he could do some research and get back to me. Two days later, I received a letter from USAA that began like this: ""Thank you for banking with USAA Federal Savings Bank. As you requested, due date for your loan has been extended to May 15..."" Gee, thanks. No apology, of course. What may have made the difference is that in my last conversation with USAA, I said I would not stand by and let USAA harm my credit. I mentioned filing a complaint with the Board of Governors of the Federal Reserve System and the Better Business Bureau, as well as every relevant blog I can find. I also mentioned that I would turn my problem over to an attorney. The resolution of this issue could not be more ironic. For weeks, the USAA bank refused to budge. Getting USAA to do the right thing was like pulling an elephant uphill. Someone did finally step up and do something, even though the issue had nothing to do with the ""helping party"". It was the Bank of America, with whom I have a checking account. When I called the bank about my overdraft charges, the Bank of America rescinded $105 in those charges. Based on my experience and on those posting on this site, I'm wondering now if the whole ""we support the military"" isn't just a scam? Military families, because they are so often fractured in some way, need flexibility more than anything, and USAA certainly isn't providing that.",36
